shift,Minute,Time_start_raw,Time_end_raw,time_start_adjusted,time_end_adjusted,Behavior
63,4,246.317,248.522,183.317,185.522,Rear
63,4,250.16,251.229,187.16,188.229,Rear
63,4,252.131,253.167,189.131,190.167,Rear
63,4,254.604,255.038,191.604,192.038,Jump
63,4,256.876,257.043,193.876,194.043,Rear
63,4,272.047,272.448,209.047,209.448,Jump
63,4,273.617,273.985,210.617,210.985,Jump
63,4,275.321,275.889,212.321,212.889,Rear
63,4,276.123,276.725,213.123,213.725,Rear
63,4,276.792,277.092,213.792,214.092,Jump
63,4,277.627,279.231,214.627,216.231,Rear
63,4,279.833,280.2,216.833,217.2,Rear
63,4,280.2,280.601,217.2,217.601,Jump
63,4,281.102,281.47,218.102,218.47,Jump
63,4,282.807,283.441,219.807,220.441,Rear
63,4,283.475,283.809,220.475,220.809,Jump
63,5,336.839,337.842,273.839,274.842,Rear
63,5,338.577,340.047,275.577,277.047,Rear
63,5,340.649,341.752,277.649,278.752,Rear
63,5,343.122,344.191,280.122,281.191,Rear
63,5,346.196,347.232,283.196,284.232,Rear
63,5,352.545,353.514,289.545,290.514,Rear
63,5,355.519,355.886,292.519,292.886,Jump
63,5,356.421,356.822,293.421,293.822,Rear
63,5,356.822,357.223,293.822,294.223,Jump
63,5,359.128,359.963,296.128,296.963,Rear
63,6,360.631,361.199,297.631,298.199,Rear
63,6,361.834,363.004,298.834,300.004,Rear
63,6,365.443,366.746,302.443,303.746,Rear
63,6,367.649,368.651,304.649,305.651,Rear
63,6,370.79,371.124,307.79,308.124,Jump
63,6,371.491,371.892,308.491,308.892,Jump
63,6,372.126,372.661,309.126,309.661,Rear
63,6,372.661,373.062,309.661,310.062,Jump
63,6,373.463,373.897,310.463,310.897,Jump
63,6,374.465,374.9,311.465,311.9,Jump
63,6,375.668,376.905,312.668,313.905,Rear
63,6,376.905,377.373,313.905,314.373,Jump
63,6,377.54,377.874,314.54,314.874,Rear
63,6,377.874,378.342,314.874,315.342,Jump
63,6,378.676,379.946,315.676,316.946,Rear
63,6,379.946,380.38,316.946,317.38,Jump
63,6,381.215,381.616,318.215,318.616,Jump
63,6,406.645,409.552,343.645,346.552,Rear
63,6,410.354,412.225,347.354,349.225,Rear
63,6,413.292,413.459,350.292,350.459,Jump
63,6,412.459,412.893,349.459,349.893,Rear
63,6,413.595,415.834,350.595,352.834,Rear
63,6,418.841,419.309,355.841,356.309,Jump
63,7,420.311,420.913,357.311,357.913,Rear
63,7,420.913,421.347,357.913,358.347,Jump
63,7,421.849,422.283,358.849,359.283,Jump
63,7,423.052,423.486,360.052,360.486,Jump
63,7,425.992,426.794,362.992,363.794,Rear
63,7,427.997,429.167,364.997,366.167,Rear
63,7,448.113,448.548,385.113,385.548,Rear
63,7,449.383,452.056,386.383,389.056,Rear
63,7,454.195,454.596,391.195,391.596,Jump
63,7,456.434,457.603,393.434,394.603,Rear
63,7,459.374,459.976,396.374,396.976,Rear
63,7,465.556,466.024,402.556,403.024,Jump
63,7,467.427,467.895,404.427,404.895,Jump
63,7,467.895,468.731,404.895,405.731,Rear
63,7,468.731,469.198,405.731,406.198,Jump
63,7,470.535,471.103,407.535,408.103,Rear
63,7,471.103,471.571,408.103,408.571,Jump
63,7,472.139,472.54,409.139,409.54,Jump
63,7,474.177,474.612,411.177,411.612,Jump
63,7,475.046,475.481,412.046,412.481,Jump
63,7,478.187,479.023,415.187,416.023,Rear
63,8,480.092,480.426,417.092,417.426,Rear
63,8,480.426,480.861,417.426,417.861,Jump
63,8,507.727,508.261,444.727,445.261,Jump
63,8,509.431,510.767,446.431,447.767,Rear
63,8,511.469,512.037,448.469,449.037,Rear
63,8,512.274,514.076,449.274,451.076,Rear
63,8,514.664,515.045,451.664,452.045,Rear
63,8,515.145,515.646,452.145,452.646,Jump
63,8,517.785,518.386,454.785,455.386,Jump
63,8,521.561,522.162,458.561,459.162,Rear
63,8,523.332,524,460.332,461,Rear
63,8,524.535,525.704,461.535,462.704,Rear
63,8,526.038,529.514,463.038,466.514,Rear
63,8,531.485,531.953,468.485,468.953,Rear
63,8,533.022,533.256,470.022,470.256,Rear
63,8,533.256,533.757,470.256,470.757,Jump
63,8,535.996,536.497,472.996,473.497,Jump
63,8,538.068,539.204,475.068,476.204,Rear
63,8,539.973,540.273,476.973,477.273,Rear
63,9,540.942,541.577,477.942,478.577,Rear
63,9,541.777,542.278,478.777,479.278,Jump
63,9,543.615,544.484,480.615,481.484,Rear
63,9,548.627,552.336,485.627,489.336,Rear
63,9,553.537,554.041,490.537,491.041,Rear
63,9,555.444,555.945,492.444,492.945,Rear
63,9,555.979,556.413,492.979,493.413,Jump
63,9,556.614,557.716,493.614,494.716,Rear
63,9,559.253,559.821,496.253,496.821,Rear
63,9,559.888,560.356,496.888,497.356,Jump
63,9,562.294,562.662,499.294,499.662,Rear
63,9,598.149,598.45,535.149,535.45,Rear
63,9,599.185,599.619,536.185,536.619,Jump
63,10,600.02,600.421,537.02,537.421,Jump
63,10,600.822,601.223,537.822,538.223,Jump
63,10,601.658,602.126,538.658,539.126,Jump
63,10,602.593,603.061,539.593,540.061,Jump
63,10,603.462,603.897,540.462,540.897,Jump
63,10,604.197,604.531,541.197,541.531,Rear
63,10,604.531,604.999,541.531,541.999,Jump
63,10,605.3,606.269,542.3,543.269,Rear
63,10,606.269,606.737,543.269,543.737,Jump
63,10,607.606,608.074,544.606,545.074,Jump
63,10,608.642,608.875,545.642,545.875,Rear
63,10,608.875,609.434,545.875,546.434,Jump
63,10,611.448,611.916,548.448,548.916,Jump
63,10,613.286,615.692,550.286,552.692,Rear
63,10,616.227,616.895,553.227,553.895,Rear
63,10,617.43,617.864,554.43,554.864,Rear
63,10,618.633,619.234,555.633,556.234,Rear
63,10,620.07,620.872,557.07,557.872,Rear
63,10,622.108,622.776,559.108,559.776,Rear
63,10,623.177,624.013,560.177,561.013,Rear
63,10,625.182,625.45,562.182,562.45,Rear
63,10,626.419,626.753,563.419,563.753,Rear
63,10,626.786,627.254,563.786,564.254,Jump
63,10,628.858,629.292,565.858,566.292,Jump
63,10,630.829,631.13,567.829,568.13,Rear
63,10,631.565,632.066,568.565,569.066,Jump
63,10,636.61,637.847,573.61,574.847,Rear
63,10,653.586,656.058,590.586,593.058,Rear
63,10,658.364,658.865,595.364,595.865,Jump
63,10,659.266,659.701,596.266,596.701,Jump
63,11,660.202,660.636,597.202,597.636,Jump
63,11,661.238,661.705,598.238,598.705,Jump
63,11,662.073,662.541,599.073,599.541,Jump
